name	source
PARI/GP	https://en.wikipedia.org/wiki/PARI/GP
Pascal	https://en.wikipedia.org/wiki/Pascal_(programming_language)
Pascal Script	https://en.wikipedia.org/wiki/Pascal_Script
PCASTL	https://en.wikipedia.org/wiki/PCASTL
PCF	https://en.wikipedia.org/wiki/Programming_language_for_Computable_Functions
PEARL	https://en.wikipedia.org/wiki/PEARL_(programming_language)
PeopleCode	https://en.wikipedia.org/wiki/PeopleCode
Perl	https://en.wikipedia.org/wiki/Perl
PDL	https://en.wikipedia.org/wiki/Perl_Data_Language
Pharo	https://en.wikipedia.org/wiki/Pharo
PHP	https://en.wikipedia.org/wiki/PHP
Pico	https://en.wikipedia.org/wiki/Pico_(programming_language)
Picolisp	https://en.wikipedia.org/wiki/Picolisp
Pict	https://en.wikipedia.org/wiki/Pict_(programming_language)
Pike	https://en.wikipedia.org/wiki/Pike_(programming_language)
PILOT	https://en.wikipedia.org/wiki/PILOT
Pipelines	https://en.wikipedia.org/wiki/Hartmann_pipeline
Pizza	https://en.wikipedia.org/wiki/Pizza_(programming_language)
PL-11	https://en.wikipedia.org/wiki/PL-11
PL/0	https://en.wikipedia.org/wiki/PL/0
PL/B	https://en.wikipedia.org/wiki/Programming_Language_for_Business
PL/C	https://en.wikipedia.org/wiki/PL/C
PL/I	https://en.wikipedia.org/wiki/PL/I
PL/M	https://en.wikipedia.org/wiki/PL/M
PL/P	https://en.wikipedia.org/wiki/PL/P
PL/SQL	https://en.wikipedia.org/wiki/PL/SQL
PL360	https://en.wikipedia.org/wiki/PL360
PLANC	https://en.wikipedia.org/wiki/PLANC
Plankalkül	https://en.wikipedia.org/wiki/Plankalk%C3%BCl
Planner	https://en.wikipedia.org/wiki/Planner_(programming_language)
PLEX	https://en.wikipedia.org/wiki/PLEX_(programming_language)
PLEXIL	https://en.wikipedia.org/wiki/PLEXIL
Plus	https://en.wikipedia.org/wiki/Plus_(programming_language)
POP-11	https://en.wikipedia.org/wiki/POP-11
POP-2	https://en.wikipedia.org/wiki/POP-2
PostScript	https://en.wikipedia.org/wiki/PostScript
PortablE	https://en.wikipedia.org/wiki/Amiga_E
POV-Ray SDL	https://en.wikipedia.org/wiki/POV-Ray
Powerhouse	https://en.wikipedia.org/wiki/Powerhouse_(programming_language)
PowerBuilder	https://en.wikipedia.org/wiki/PowerBuilder
PowerShell	https://en.wikipedia.org/wiki/PowerShell
PPL	https://en.wikipedia.org/wiki/Polymorphic_Programming_Language
Processing	https://en.wikipedia.org/wiki/Processing_(programming_language)
Processing.js	https://en.wikipedia.org/wiki/Processing.js
Prograph	https://en.wikipedia.org/wiki/Prograph
PROIV	https://en.wikipedia.org/wiki/PROIV
Project Verona	https://en.wikipedia.org/wiki/Project_Verona
Prolog	https://en.wikipedia.org/wiki/Prolog
PROMAL	https://en.wikipedia.org/wiki/PROMAL
Promela	https://en.wikipedia.org/wiki/Promela
PROSE modeling language	https://en.wikipedia.org/wiki/PROSE_modeling_language
PROTEL	https://en.wikipedia.org/wiki/Protel
ProvideX	https://en.wikipedia.org/wiki/ProvideX
Pro*C	https://en.wikipedia.org/wiki/Pro*C
Pure	https://en.wikipedia.org/wiki/Pure_(programming_language)
Pure Data	https://en.wikipedia.org/wiki/Pure_Data
PureScript	https://en.wikipedia.org/wiki/PureScript
Python	https://en.wikipedia.org/wiki/Python_(programming_language)
Q (programming language from Kx Systems)	https://en.wikipedia.org/wiki/Q_(programming_language_from_Kx_Systems)
Q# (Microsoft programming language)	https://en.wikipedia.org/wiki/Q_Sharp
Qalb	https://en.wikipedia.org/wiki/Qalb_(programming_language)
Quantum Computation Language	https://en.wikipedia.org/wiki/Quantum_Computation_Language
QtScript	https://en.wikipedia.org/wiki/QtScript
QuakeC	https://en.wikipedia.org/wiki/QuakeC
QPL	https://en.wikipedia.org/wiki/Quantum_programming
.QL	https://en.wikipedia.org/wiki/.QL
R	https://en.wikipedia.org/wiki/R_(programming_language)
R++	https://en.wikipedia.org/wiki/R%2B%2B
Racket	https://en.wikipedia.org/wiki/Racket_(programming_language)
Raku	https://en.wikipedia.org/wiki/Raku_(programming_language)
RAPID	https://en.wikipedia.org/wiki/RAPID
Rapira	https://en.wikipedia.org/wiki/Rapira
Ratfiv	https://en.wikipedia.org/wiki/Ratfiv
Ratfor	https://en.wikipedia.org/wiki/Ratfor
rc	https://en.wikipedia.org/wiki/Rc
Reason	https://en.wikipedia.org/wiki/Reason_(programming_language)
REBOL	https://en.wikipedia.org/wiki/REBOL
Red	https://en.wikipedia.org/wiki/Red_(programming_language)
Redcode	https://en.wikipedia.org/wiki/Core_War
REFAL	https://en.wikipedia.org/wiki/REFAL
REXX	https://en.wikipedia.org/wiki/REXX
Rlab	https://en.wikipedia.org/wiki/Rlab
Rockstar	https://codewithrockstar.com/
ROOP	https://en.wikipedia.org/wiki/ROOP_(programming_language)
RPG	https://en.wikipedia.org/wiki/IBM_RPG
RPL	https://en.wikipedia.org/wiki/RPL_(programming_language)
RSL	https://en.wikipedia.org/wiki/Robot_Battle
RTL/2	https://en.wikipedia.org/wiki/RTL/2
Ruby	https://en.wikipedia.org/wiki/Ruby_(programming_language)
Rust	https://en.wikipedia.org/wiki/Rust_(programming_language)
S	https://en.wikipedia.org/wiki/S_(programming_language)
S2	https://en.wikipedia.org/wiki/S2_(programming_language)
S3	https://en.wikipedia.org/wiki/S3_(programming_language)
S-Lang	https://en.wikipedia.org/wiki/S-Lang_(programming_language)
S-PLUS	https://en.wikipedia.org/wiki/S-PLUS
SA-C	https://en.wikipedia.org/wiki/SA-C_(programming_language)
SabreTalk	https://en.wikipedia.org/wiki/SabreTalk
SAIL	https://en.wikipedia.org/wiki/SAIL_(programming_language)
SAS	https://en.wikipedia.org/wiki/SAS_System
SASL	https://en.wikipedia.org/wiki/SASL_(programming_language)
Sather	https://en.wikipedia.org/wiki/Sather
Sawzall	https://en.wikipedia.org/wiki/Sawzall_(programming_language)
Scala	https://en.wikipedia.org/wiki/Scala_(programming_language)
Scheme	https://en.wikipedia.org/wiki/Scheme_(programming_language)
Scilab	https://en.wikipedia.org/wiki/Scilab
Scratch	https://en.wikipedia.org/wiki/Scratch_(programming_language)
Script.NET	https://en.wikipedia.org/wiki/Script.NET
Sed	https://en.wikipedia.org/wiki/Sed
Seed7	https://en.wikipedia.org/wiki/Seed7
Self	https://en.wikipedia.org/wiki/Self_(programming_language)
SenseTalk	https://en.wikipedia.org/wiki/SenseTalk
SequenceL	https://en.wikipedia.org/wiki/SequenceL
Serpent	https://en.wikipedia.org/wiki/Ethereum
SETL	https://en.wikipedia.org/wiki/SETL
SIMPOL	https://en.wikipedia.org/wiki/Superbase_database
SIGNAL	https://en.wikipedia.org/wiki/SIGNAL_(programming_language)
SiMPLE	https://en.wikipedia.org/wiki/SiMPLE
SIMSCRIPT	https://en.wikipedia.org/wiki/SIMSCRIPT
Simula	https://en.wikipedia.org/wiki/Simula
Simulink	https://en.wikipedia.org/wiki/Simulink
Singularity	https://en.wikipedia.org/wiki/Singularity_(operating_system)
SISAL	https://en.wikipedia.org/wiki/SISAL
SLIP	https://en.wikipedia.org/wiki/SLIP_(programming_language)
SMALL	https://en.wikipedia.org/wiki/SMALL
Smalltalk	https://en.wikipedia.org/wiki/Smalltalk
SML	https://en.wikipedia.org/wiki/Standard_ML
Strongtalk	https://en.wikipedia.org/wiki/Strongtalk
Snap!	https://en.wikipedia.org/wiki/Snap!_(programming_language)
SNOBOL	https://en.wikipedia.org/wiki/SNOBOL
SPITBOL	https://en.wikipedia.org/wiki/SPITBOL_compiler
Snowball	https://en.wikipedia.org/wiki/Snowball_programming_language
SOL	https://en.wikipedia.org/wiki/Secure_Operations_Language
Solidity	https://en.wikipedia.org/wiki/Solidity
SOPHAEROS	https://en.wikipedia.org/wiki/SOPHAEROS
Source	https://en.wikipedia.org/wiki/Source_(programming_language)
SPARK	https://en.wikipedia.org/wiki/SPARK_(programming_language)
Speakeasy	https://en.wikipedia.org/wiki/Speakeasy_(computational_environment)
Speedcode	https://en.wikipedia.org/wiki/Speedcoding
SPIN	https://en.wikipedia.org/wiki/Parallax_Propeller
SP/k	https://en.wikipedia.org/wiki/SP/k
SPS	https://en.wikipedia.org/wiki/IBM_1401_Symbolic_Programming_System
SQL	https://en.wikipedia.org/wiki/SQL
SQR	https://en.wikipedia.org/wiki/SQR
Squeak	https://en.wikipedia.org/wiki/Squeak
Squirrel	https://en.wikipedia.org/wiki/Squirrel_(programming_language)
SR	https://en.wikipedia.org/wiki/SR_(programming_language)
S/SL	https://en.wikipedia.org/wiki/S/SL_programming_language
Starlogo	https://en.wikipedia.org/wiki/Starlogo
Strand	https://en.wikipedia.org/wiki/Strand_(programming_language)
Stata	https://en.wikipedia.org/wiki/Stata
Stateflow	https://en.wikipedia.org/wiki/Stateflow
Subtext	https://en.wikipedia.org/wiki/Subtext_(programming_language)
SBL	https://en.wikipedia.org/wiki/Superbase_database
SuperCollider	https://en.wikipedia.org/wiki/SuperCollider
SuperTalk	https://en.wikipedia.org/wiki/SuperTalk
Swift (Apple programming language)	https://en.wikipedia.org/wiki/Swift_(programming_language)
Swift (parallel scripting language)	https://en.wikipedia.org/wiki/Swift_(parallel_scripting_language)
SYMPL	https://en.wikipedia.org/wiki/SYMPL
SystemVerilog	https://en.wikipedia.org/wiki/SystemVerilog
T	https://en.wikipedia.org/wiki/T_(programming_language)
TACL	https://en.wikipedia.org/wiki/TACL
TACPOL	https://en.wikipedia.org/wiki/TACPOL_(programming_language)
TADS	https://en.wikipedia.org/wiki/TADS
TAL	https://en.wikipedia.org/wiki/Transaction_Application_Language
Tcl	https://en.wikipedia.org/wiki/Tcl
Tea	https://en.wikipedia.org/wiki/Tea_(programming_language)
TECO	https://en.wikipedia.org/wiki/Text_Editor_and_Corrector
TELCOMP	https://en.wikipedia.org/wiki/TELCOMP
TeX	https://en.wikipedia.org/wiki/TeX
TEX	https://en.wikipedia.org/wiki/Text_Executive_Programming_Language
TIE	https://en.wikipedia.org/wiki/Tensilica_Instruction_Extension
TMG	https://en.wikipedia.org/wiki/TMG_(language)
Tom	https://en.wikipedia.org/wiki/Tom_(pattern_matching_language)
Toi	https://en.wikipedia.org/wiki/Toi_(programming_language)
Topspeed	https://en.wikipedia.org/wiki/Clarion_(programming_language)
TPU	https://en.wikipedia.org/wiki/Text_Processing_Utility
Trac	https://en.wikipedia.org/wiki/TRAC_(programming_language)
TTM	https://en.wikipedia.org/wiki/TTM_(programming_language)
T-SQL	https://en.wikipedia.org/wiki/Transact-SQL
Transcript	https://en.wikipedia.org/wiki/Transcript_(programming_language)
TTCN	https://en.wikipedia.org/wiki/TTCN
Turing	https://en.wikipedia.org/wiki/Turing_(programming_language)
TUTOR	https://en.wikipedia.org/wiki/TUTOR_(programming_language)
TXL	https://en.wikipedia.org/wiki/TXL_(programming_language)
TypeScript	https://en.wikipedia.org/wiki/TypeScript
Tynker	https://en.wikipedia.org/wiki/Tynker
Ubercode	https://en.wikipedia.org/wiki/Ubercode
UCSD Pascal	https://en.wikipedia.org/wiki/UCSD_Pascal
Umple	https://en.wikipedia.org/wiki/Umple
Unicon	https://en.wikipedia.org/wiki/Unicon_(programming_language)
Uniface	https://en.wikipedia.org/wiki/Uniface_(programming_language)
UNITY	https://en.wikipedia.org/wiki/UNITY_(programming_language)
Unix shell	https://en.wikipedia.org/wiki/Unix_shell
UnrealScript	https://en.wikipedia.org/wiki/UnrealScript
Vala	https://en.wikipedia.org/wiki/Vala_(programming_language)
Verilog	https://en.wikipedia.org/wiki/Verilog
VHDL	https://en.wikipedia.org/wiki/VHDL
Vim script	https://en.wikipedia.org/wiki/Vim_(text_editor)
Viper	https://en.wikipedia.org/wiki/Ethereum
Visual DataFlex	https://en.wikipedia.org/wiki/Visual_DataFlex
Visual DialogScript	https://en.wikipedia.org/wiki/Visual_DialogScript
Visual FoxPro	https://en.wikipedia.org/wiki/Visual_FoxPro
Visual J++	https://en.wikipedia.org/wiki/Visual_J%2B%2B
Visual LISP	https://en.wikipedia.org/wiki/AutoLISP
Visual Objects	https://en.wikipedia.org/wiki/Visual_Objects
Visual Prolog	https://en.wikipedia.org/wiki/Visual_Prolog
WATFIV, WATFOR	https://en.wikipedia.org/wiki/WATFIV_(programming_language)
WebAssembly	https://en.wikipedia.org/wiki/WebAssembly
WebDNA	https://en.wikipedia.org/wiki/WebDNA
Whiley	https://en.wikipedia.org/wiki/Whiley_(programming_language)
Winbatch	https://en.wikipedia.org/wiki/Winbatch
Wolfram Language	https://en.wikipedia.org/wiki/Wolfram_Language
Wyvern	https://en.wikipedia.org/wiki/Wyvern_(programming_language)
X++	https://en.wikipedia.org/wiki/X%2B%2B
X10	https://en.wikipedia.org/wiki/X10_(programming_language)
xBase	https://en.wikipedia.org/wiki/XBase
xBase++	https://en.wikipedia.org/wiki/XBase%2B%2B
XBL	https://en.wikipedia.org/wiki/XBL
XC	https://en.wikipedia.org/wiki/XC_(programming_language)
XMOS architecture	https://en.wikipedia.org/wiki/XCore_XS1
xHarbour	https://en.wikipedia.org/wiki/XHarbour
XL	https://en.wikipedia.org/wiki/XL_(programming_language)
Xojo	https://en.wikipedia.org/wiki/Xojo
XOTcl	https://en.wikipedia.org/wiki/XOTcl
Xod	https://en.wikipedia.org/wiki/XOD_(programming_language)
XPL	https://en.wikipedia.org/wiki/XPL
XPL0	https://en.wikipedia.org/wiki/XPL0
XQuery	https://en.wikipedia.org/wiki/XQuery
XSB	https://en.wikipedia.org/wiki/XSB
XSharp	https://en.wikipedia.org/wiki/XSharp
XSLT	https://en.wikipedia.org/wiki/XSL_Transformations
Xtend	https://en.wikipedia.org/wiki/Xtend
Yorick	https://en.wikipedia.org/wiki/Yorick_(programming_language)
YQL	https://en.wikipedia.org/wiki/YQL_(programming_language)
Yoix	https://en.wikipedia.org/wiki/Yoix
YUI	https://en.wikipedia.org/wiki/YUI_Library
Z notation	https://en.wikipedia.org/wiki/Z_notation
Zebra, ZPL, ZPL2	https://en.wikipedia.org/wiki/Zebra_(programming_language)
Zeno	https://en.wikipedia.org/wiki/Zeno_(programming_language)
ZetaLisp	https://en.wikipedia.org/wiki/ZetaLisp
Zig	https://en.wikipedia.org/wiki/Zig_(programming_language)
ZOPL	https://en.wikipedia.org/wiki/ZOPL
ZPL	https://en.wikipedia.org/wiki/ZPL_(programming_language)
Z++	https://en.wikipedia.org/wiki/Z%2B%2B
